Ticker,Price,Earnings Yield,PEG,Debt/Equity,Revenue Growth (/10),FCF Yield
EA,170.23,2.6319039983344212,-3.1821069481637836,0.305512057626057,-0.13091774662787622,4.362245877703259
DXCM,76.19,1.9284905489978257,8.091917965578949,1.2305716731665557,1.1338100102145048,2.11089723924493
ILMN,95.585,-8.324589848036757,-2.249456945440882,1.1049304677623262,-0.29307282415630553,4.825947835043386
ALGN,133.095,4.3675420489562145,-4.30121592653751,0.03096507385153369,0.35407248605738606,6.453962209037919
EXC,43.385,5.614077771793944,3.141453387940521,1.7328108168344416,0.5987941271229346,-3.4871182257321736
EBAY,91.17,4.74022487626813,-0.7370297738780205,1.5244280728964714,0.16910601265822783,4.6946227129015
BIIB,142.64,7.804653289947678,0.3157932958387057,0.39664393395549175,-0.16236935214933507,12.02926496846059
DLTR,98.42,-15.094250851562627,-0.03255617906221699,1.96877357067431,0.47517743175357996,7.781003871205843
PCAR,98.57,8.041050936987308,-1.3039289343144072,0.9079277313516385,-0.41665480508093394,5.59376616479081
FAST,47.905,2.0928486590384034,-125.42712960458461,0.13422558969112075,0.27127826098792657,1.7221528857792114
WDAY,226.89,1.0683428681918785,-1.5118785611366818,0.37214965685189283,1.635211461633834,4.446012430555175
CPRT,48.515,2.905550733065833,3.400345416128069,0.015780545775384965,0.9492267512387847,2.0497880006141105
CTSH,69.01,6.646054411539418,2.8060442560683003,0.10272071071626875,0.19790213403606677,5.420688129411838
XEL,72.27,4.529464885310876,2.3696691783927277,1.5473824403237373,-0.5385048571026327,-6.370729794783841
PAYX,132.82,3.469821324583204,-14.718189101846136,1.216642441860465,0.5558607885114526,3.5782728690310477
VRSK,262.335,2.6123988618480265,0.6854740259205994,32.425574425574425,0.7469978369508465,2.5103584258865475
DLR,174.11,1.0146309224242918,-2.7000467966314243,0.8438735230651988,0.14224234493645407,
MTCH,37.895,6.045773074399983,-1.074850046870564,-60.46251119244726,0.34141436598083996,9.674327026070927
ZS,278.795,-0.13294087578468822,10.523424627773673,0.9716372786480203,3.406526600665944,1.3475854380870855
OKTA,90.36,0.18394482330838638,-5.038972740416264,0.14863387978142076,1.5333627927529827,4.795704321968644
DOCU,78.655,6.751145096017412,0.011025340468877992,0.06212987319068534,0.7779369285146867,5.8180148738331265
VRSN,283.66,2.9653215354209093,-8.643276534343524,-0.9201184943051228,0.4306476458375193,3.300462877339424
MRNA,24.34,-37.60213398498821,0.10872959699237647,0.06852582331896157,-5.263547527391176,-42.818492925899236
NXPI,220.22,4.520830912166495,-2.15571977555621,1.1819666775563542,-0.49864416993070204,3.432949688681012
COST,955.525,1.7385113183542917,3.366686885509919,0.35018203369740075,0.5020017334599034,1.5643534042854081
ISRG,450.35,1.438675897733618,2.3823108749865325,,1.7237265058042421,0.8076059741087965
BIDU,107.58,79.38054247075115,0.07428712277535877,0.3009028146574615,-0.10943699014844203,43.348591690151345
JD,33.355,87.4445714657828,0.016075462838774146,0.3750537921929249,0.6836876372547394,93.61193080632992
ZM,83.86,4.521125869762843,0.3782332974584312,0.007211124148357195,0.30528420948466434,8.094703797206009
ABNB,123.31,5.004738739143166,-0.4465916690884701,0.2727056585829767,1.1949178178884743,
LYFT,18.935,0.29605070514847187,-3.1658500413255792,1.5284074908476486,3.1393188601388546,9.956718999385714
UBER,94.2,5.017140360247442,0.04719672048437044,0.5160961128119491,1.7963573938467317,3.5098602662242397
SNPS,384.96,3.1773631947670222,0.3745342893428416,0.07612942793566065,1.5220381142283568,1.8023111144125807
SIRI,23.805,-20.77071011015999,0.015439310106189421,0.9368791764493408,-0.28370378644029937,12.637074679634875
